espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,160,26,2
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,190,25,6
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,180,25,4.5
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,180,26,4
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,190,27,5
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,210,29,6
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,210,33,2.5
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,250,32,8
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,240,32,6
espresso,Iced Starbucks® Blonde Cocoa Cloud Macchiato,240,33,5
espresso,Iced Starbucks® Blonde Flat White,50,2,3
espresso,Iced Starbucks® Blonde Flat White,60,5,3.5
espresso,Iced Starbucks® Blonde Flat White,70,9,0
espresso,Iced Starbucks® Blonde Flat White,110,8,6
espresso,Iced Starbucks® Blonde Flat White,100,8,3.5
espresso,Iced Starbucks® Blonde Flat White,100,9,3
espresso,Iced Starbucks® Blonde Flat White,70,3,3.5
